chr	pos	w	Order
chr1	0	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	1920000	3	1
chr1	2120000	3|4|5|6|7	5
chr1	2400000	3|4|5	3
chr1	2640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	2960000	3|4	2
chr1	3560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	3600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	3920000	3|4|5|6|7	5
chr1	4120000	3	1
chr1	4600000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	5480000	3|4|5|6|7|8|9|11|12|13	10
chr1	5800000	3	1
chr1	6000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	6240000	3|4|5|10|11|13|14|15|16|17|18|27	12
chr1	6480000	3|4|5|6|8|9|10|13|14|15|16|17|19|20|21|22|23|24|25|26|27|28|29|30	24
chr1	6680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|29|30	24
chr1	7200000	3|5	2
chr1	7680000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	7800000	3|20	2
chr1	7960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	8720000	3	1
chr1	8880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9120000	5	1
chr1	9240000	3|4|5|6|7|8	6
chr1	9480000	3	1
chr1	9600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	9880000	23	1
chr1	9960000	4	1
chr1	10200000	3|4|27|28|30	5
chr1	10440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	11240000	3|4|5|6|7|8|29|30	8
chr1	11640000	3|4|5|6	4
chr1	11800000	5|9	2
chr1	11920000	6|7|12|13|14|15|16|17|18|19|20	11
chr1	12040000	3|4|5|8|9|10|11|12|13|14	10
chr1	12240000	3|4|5|6|7|8|9|10	8
chr1	12680000	3	1
chr1	12840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	13600000	3|4|5	3
chr1	13840000	3	1
chr1	14000000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	15120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	15320000	3|4|9|10|11|12|15|16|17|18|19|20|21|22|23|24|25|28	18
chr1	15520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	21
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	16040000	3|4|5|6|7|8|9|10	8
chr1	16240000	3|4	2
chr1	16480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	16920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	17080000	3	1
chr1	17400000	3|4|5|6|7|8|9|10|11|12	10
chr1	17640000	3|4|5|6|7|8|9|10|11|12|13|16	12
chr1	17920000	3|4	2
chr1	18120000	3	1
chr1	18600000	3|4|5|6|7|8|9|10|11|12|13|14|16	13
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	19120000	3|4|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	23
chr1	19280000	3|4|5|6|7|8|9	7
chr1	19720000	3|4|5|6|7|8|9|14|19|21|25	11
chr1	19880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	20200000	3|4|5|6|7|22|23|26|27|28|30	11
chr1	20520000	3|4|5|6|7|11|12|13|14|20|21|22|23|24|25|26|27|28|29|30	20
chr1	20640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|30	20
chr1	21200000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	21400000	3|4	2
chr1	21680000	3|4|5|6	4
chr1	21960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
